date,score,country,term,translated_term,score_difference,date_str
10.11.2020,69,ger,to-go,zummitnehmen,14.0,10.11.2020
18.10.2020,64,ger,to-go,zummitnehmen,9.0,18.10.2020
25.10.2020,67,ger,to-go,zummitnehmen,24.0,25.10.2020
11.01.2020,100,ger,to-go,zummitnehmen,63.0,11.01.2020
11.03.2019,66,nl,to-go,to-go,2.0,11.03.2019
11.10.2019,74,nl,to-go,to-go,-2.0,11.10.2019
17.11.2019,80,nl,to-go,to-go,-3.0,17.11.2019
24.11.2019,72,nl,to-go,to-go,-7.0,24.11.2019
12.01.2019,71,nl,to-go,to-go,-5.0,12.01.2019
12.08.2019,64,nl,to-go,to-go,-9.0,12.08.2019
15.12.2019,69,nl,to-go,to-go,4.0,15.12.2019
22.12.2019,75,nl,to-go,to-go,-3.0,22.12.2019
29.12.2019,75,nl,to-go,to-go,3.0,29.12.2019
01.05.2020,75,nl,to-go,to-go,0.0,01.05.2020
01.12.2020,76,nl,to-go,to-go,5.0,01.12.2020
19.01.2020,77,nl,to-go,to-go,14.0,19.01.2020
26.01.2020,69,nl,to-go,to-go,8.0,26.01.2020
02.02.2020,75,nl,to-go,to-go,-7.0,02.02.2020
02.09.2020,81,nl,to-go,to-go,3.0,02.09.2020
16.02.2020,76,nl,to-go,to-go,3.0,16.02.2020
23.02.2020,81,nl,to-go,to-go,3.0,23.02.2020
03.01.2020,75,nl,to-go,to-go,-1.0,03.01.2020
03.08.2020,62,nl,to-go,to-go,-4.0,03.08.2020
15.03.2020,75,nl,to-go,to-go,14.0,15.03.2020
22.03.2020,81,nl,to-go,to-go,15.0,22.03.2020
29.03.2020,83,nl,to-go,to-go,18.0,29.03.2020
04.05.2020,74,nl,to-go,to-go,8.0,04.05.2020
04.12.2020,84,nl,to-go,to-go,9.0,04.12.2020
19.04.2020,83,nl,to-go,to-go,14.0,19.04.2020
26.04.2020,89,nl,to-go,to-go,19.0,26.04.2020
05.03.2020,97,nl,to-go,to-go,23.0,05.03.2020
05.10.2020,84,nl,to-go,to-go,16.0,05.10.2020
17.05.2020,97,nl,to-go,to-go,26.0,17.05.2020
24.05.2020,90,nl,to-go,to-go,23.0,24.05.2020
31.05.2020,83,nl,to-go,to-go,12.0,31.05.2020
06.07.2020,76,nl,to-go,to-go,0.0,06.07.2020
14.06.2020,79,nl,to-go,to-go,1.0,14.06.2020
21.06.2020,76,nl,to-go,to-go,7.0,21.06.2020
28.06.2020,69,nl,to-go,to-go,-8.0,28.06.2020
07.05.2020,75,nl,to-go,to-go,7.0,07.05.2020
07.12.2020,90,nl,to-go,to-go,11.0,07.12.2020
19.07.2020,82,nl,to-go,to-go,5.0,19.07.2020
26.07.2020,77,nl,to-go,to-go,-5.0,26.07.2020
08.02.2020,78,nl,to-go,to-go,-7.0,08.02.2020
08.09.2020,76,nl,to-go,to-go,-7.0,08.09.2020
16.08.2020,81,nl,to-go,to-go,3.0,16.08.2020
23.08.2020,86,nl,to-go,to-go,7.0,23.08.2020
30.08.2020,80,nl,to-go,to-go,3.0,30.08.2020
09.06.2020,82,nl,to-go,to-go,6.0,09.06.2020
13.09.2020,72,nl,to-go,to-go,-7.0,13.09.2020
20.09.2020,81,nl,to-go,to-go,-3.0,20.09.2020
27.09.2020,71,nl,to-go,to-go,3.0,27.09.2020
10.04.2020,72,nl,to-go,to-go,-2.0,10.04.2020
10.11.2020,80,nl,to-go,to-go,6.0,10.11.2020
18.10.2020,96,nl,to-go,to-go,22.0,18.10.2020
25.10.2020,100,nl,to-go,to-go,20.0,25.10.2020
11.01.2020,87,nl,to-go,to-go,21.0,11.01.2020
11.03.2019,57,uk,to-go,to-go,2.0,11.03.2019
11.10.2019,57,uk,to-go,to-go,1.0,11.10.2019
17.11.2019,58,uk,to-go,to-go,2.0,17.11.2019
24.11.2019,56,uk,to-go,to-go,1.0,24.11.2019
12.01.2019,53,uk,to-go,to-go,0.0,12.01.2019
12.08.2019,53,uk,to-go,to-go,1.0,12.08.2019
15.12.2019,53,uk,to-go,to-go,4.0,15.12.2019
22.12.2019,58,uk,to-go,to-go,-4.0,22.12.2019
29.12.2019,67,uk,to-go,to-go,-3.0,29.12.2019
01.05.2020,70,uk,to-go,to-go,4.0,01.05.2020
01.12.2020,67,uk,to-go,to-go,4.0,01.12.2020
19.01.2020,65,uk,to-go,to-go,2.0,19.01.2020
26.01.2020,64,uk,to-go,to-go,5.0,26.01.2020
02.02.2020,63,uk,to-go,to-go,3.0,02.02.2020
02.09.2020,62,uk,to-go,to-go,2.0,02.09.2020
16.02.2020,66,uk,to-go,to-go,3.0,16.02.2020
23.02.2020,63,uk,to-go,to-go,2.0,23.02.2020
03.01.2020,63,uk,to-go,to-go,3.0,03.01.2020
03.08.2020,70,uk,to-go,to-go,13.0,03.08.2020
15.03.2020,87,uk,to-go,to-go,26.0,15.03.2020
22.03.2020,100,uk,to-go,to-go,40.0,22.03.2020
29.03.2020,72,uk,to-go,to-go,12.0,29.03.2020
04.05.2020,65,uk,to-go,to-go,2.0,04.05.2020
04.12.2020,67,uk,to-go,to-go,4.0,04.12.2020
19.04.2020,69,uk,to-go,to-go,8.0,19.04.2020
26.04.2020,66,uk,to-go,to-go,8.0,26.04.2020
05.03.2020,68,uk,to-go,to-go,8.0,05.03.2020
05.10.2020,80,uk,to-go,to-go,21.0,05.10.2020
17.05.2020,73,uk,to-go,to-go,11.0,17.05.2020
24.05.2020,76,uk,to-go,to-go,12.0,24.05.2020
31.05.2020,70,uk,to-go,to-go,11.0,31.05.2020
06.07.2020,67,uk,to-go,to-go,8.0,06.07.2020
14.06.2020,69,uk,to-go,to-go,7.0,14.06.2020
21.06.2020,72,uk,to-go,to-go,8.0,21.06.2020
28.06.2020,74,uk,to-go,to-go,11.0,28.06.2020
07.05.2020,70,uk,to-go,to-go,7.0,07.05.2020
07.12.2020,69,uk,to-go,to-go,2.0,07.12.2020
19.07.2020,74,uk,to-go,to-go,8.0,19.07.2020
26.07.2020,79,uk,to-go,to-go,12.0,26.07.2020
08.02.2020,72,uk,to-go,to-go,4.0,08.02.2020
08.09.2020,72,uk,to-go,to-go,5.0,08.09.2020
16.08.2020,74,uk,to-go,to-go,4.0,16.08.2020
23.08.2020,72,uk,to-go,to-go,4.0,23.08.2020
30.08.2020,73,uk,to-go,to-go,10.0,30.08.2020
09.06.2020,67,uk,to-go,to-go,7.0,09.06.2020
13.09.2020,69,uk,to-go,to-go,7.0,13.09.2020
20.09.2020,68,uk,to-go,to-go,6.0,20.09.2020
27.09.2020,65,uk,to-go,to-go,4.0,27.09.2020
10.04.2020,63,uk,to-go,to-go,3.0,10.04.2020
10.11.2020,69,uk,to-go,to-go,9.0,10.11.2020
18.10.2020,71,uk,to-go,to-go,10.0,18.10.2020
25.10.2020,71,uk,to-go,to-go,14.0,25.10.2020
11.01.2020,63,uk,to-go,to-go,6.0,11.01.2020
11.03.2019,2,ger,toiletpaper,toilettenpapier,0.0,11.03.2019
11.10.2019,2,ger,toiletpaper,toilettenpapier,0.0,11.10.2019
17.11.2019,2,ger,toiletpaper,toilettenpapier,0.0,17.11.2019
24.11.2019,1,ger,toiletpaper,toilettenpapier,-1.0,24.11.2019
12.01.2019,2,ger,toiletpaper,toilettenpapier,0.0,12.01.2019
12.08.2019,2,ger,toiletpaper,toilettenpapier,1.0,12.08.2019
15.12.2019,2,ger,toiletpaper,toilettenpapier,0.0,15.12.2019
22.12.2019,1,ger,toiletpaper,toilettenpapier,-1.0,22.12.2019
29.12.2019,2,ger,toiletpaper,toilettenpapier,0.0,29.12.2019
01.05.2020,2,ger,toiletpaper,toilettenpapier,-3.0,01.05.2020
01.12.2020,1,ger,toiletpaper,toilettenpapier,-2.0,01.12.2020
19.01.2020,2,ger,toiletpaper,toilettenpapier,0.0,19.01.2020
26.01.2020,2,ger,toiletpaper,toilettenpapier,-1.0,26.01.2020
02.02.2020,1,ger,toiletpaper,toilettenpapier,-1.0,02.02.2020
02.09.2020,2,ger,toiletpaper,toilettenpapier,0.0,02.09.2020
16.02.2020,2,ger,toiletpaper,toilettenpapier,0.0,16.02.2020
23.02.2020,2,ger,toiletpaper,toilettenpapier,0.0,23.02.2020
03.01.2020,8,ger,toiletpaper,toilettenpapier,6.0,03.01.2020
03.08.2020,20,ger,toiletpaper,toilettenpapier,18.0,03.08.2020
15.03.2020,100,ger,toiletpaper,toilettenpapier,98.0,15.03.2020
22.03.2020,73,ger,toiletpaper,toilettenpapier,71.0,22.03.2020
29.03.2020,42,ger,toiletpaper,toilettenpapier,40.0,29.03.2020
04.05.2020,20,ger,toiletpaper,toilettenpapier,18.0,04.05.2020
04.12.2020,10,ger,toiletpaper,toilettenpapier,8.0,04.12.2020
19.04.2020,7,ger,toiletpaper,toilettenpapier,5.0,19.04.2020
26.04.2020,3,ger,toiletpaper,toilettenpapier,1.0,26.04.2020
05.03.2020,3,ger,toiletpaper,toilettenpapier,1.0,05.03.2020
05.10.2020,3,ger,toiletpaper,toilettenpapier,2.0,05.10.2020
17.05.2020,3,ger,toiletpaper,toilettenpapier,1.0,17.05.2020
24.05.2020,3,ger,toiletpaper,toilettenpapier,1.0,24.05.2020
31.05.2020,2,ger,toiletpaper,toilettenpapier,0.0,31.05.2020
06.07.2020,2,ger,toiletpaper,toilettenpapier,1.0,06.07.2020
14.06.2020,2,ger,toiletpaper,toilettenpapier,1.0,14.06.2020
21.06.2020,2,ger,toiletpaper,toilettenpapier,0.0,21.06.2020
28.06.2020,2,ger,toiletpaper,toilettenpapier,0.0,28.06.2020
07.05.2020,3,ger,toiletpaper,toilettenpapier,1.0,07.05.2020
07.12.2020,2,ger,toiletpaper,toilettenpapier,0.0,07.12.2020
19.07.2020,2,ger,toiletpaper,toilettenpapier,0.0,19.07.2020
26.07.2020,2,ger,toiletpaper,toilettenpapier,0.0,26.07.2020
08.02.2020,2,ger,toiletpaper,toilettenpapier,0.0,08.02.2020
08.09.2020,2,ger,toiletpaper,toilettenpapier,0.0,08.09.2020
16.08.2020,1,ger,toiletpaper,toilettenpapier,-1.0,16.08.2020
23.08.2020,2,ger,toiletpaper,toilettenpapier,0.0,23.08.2020
30.08.2020,2,ger,toiletpaper,toilettenpapier,0.0,30.08.2020
09.06.2020,2,ger,toiletpaper,toilettenpapier,0.0,09.06.2020
13.09.2020,2,ger,toiletpaper,toilettenpapier,0.0,13.09.2020
20.09.2020,2,ger,toiletpaper,toilettenpapier,0.0,20.09.2020
27.09.2020,2,ger,toiletpaper,toilettenpapier,0.0,27.09.2020
10.04.2020,2,ger,toiletpaper,toilettenpapier,0.0,10.04.2020
10.11.2020,6,ger,toiletpaper,toilettenpapier,4.0,10.11.2020
18.10.2020,13,ger,toiletpaper,toilettenpapier,12.0,18.10.2020
25.10.2020,6,ger,toiletpaper,toilettenpapier,4.0,25.10.2020
11.01.2020,3,ger,toiletpaper,toilettenpapier,1.0,11.01.2020
11.03.2019,5,nl,toiletpaper,toiletpapier,-1.0,11.03.2019
11.10.2019,7,nl,toiletpaper,toiletpapier,0.0,11.10.2019
17.11.2019,5,nl,toiletpaper,toiletpapier,-1.0,17.11.2019
24.11.2019,10,nl,toiletpaper,toiletpapier,2.0,24.11.2019
12.01.2019,3,nl,toiletpaper,toiletpapier,-1.0,12.01.2019
12.08.2019,7,nl,toiletpaper,toiletpapier,0.0,12.08.2019
15.12.2019,3,nl,toiletpaper,toiletpapier,-3.0,15.12.2019
22.12.2019,5,nl,toiletpaper,toiletpapier,1.0,22.12.2019
29.12.2019,6,nl,toiletpaper,toiletpapier,-2.0,29.12.2019
01.05.2020,13,nl,toiletpaper,toiletpapier,5.0,01.05.2020
01.12.2020,11,nl,toiletpaper,toiletpapier,5.0,01.12.2020
19.01.2020,7,nl,toiletpaper,toiletpapier,-1.0,19.01.2020
26.01.2020,8,nl,toiletpaper,toiletpapier,4.0,26.01.2020
02.02.2020,9,nl,toiletpaper,toiletpapier,5.0,02.02.2020
02.09.2020,8,nl,toiletpaper,toiletpapier,1.0,02.09.2020
16.02.2020,7,nl,toiletpaper,toiletpapier,-2.0,16.02.2020
23.02.2020,12,nl,toiletpaper,toiletpapier,5.0,23.02.2020
03.01.2020,14,nl,toiletpaper,toiletpapier,5.0,03.01.2020
03.08.2020,87,nl,toiletpaper,toiletpapier,81.0,03.08.2020
15.03.2020,100,nl,toiletpaper,toiletpapier,93.0,15.03.2020
22.03.2020,34,nl,toiletpaper,toiletpapier,27.0,22.03.2020
29.03.2020,15,nl,toiletpaper,toiletpapier,10.0,29.03.2020
04.05.2020,8,nl,toiletpaper,toiletpapier,1.0,04.05.2020
04.12.2020,11,nl,toiletpaper,toiletpapier,6.0,04.12.2020
19.04.2020,9,nl,toiletpaper,toiletpapier,3.0,19.04.2020
26.04.2020,11,nl,toiletpaper,toiletpapier,3.0,26.04.2020
05.03.2020,8,nl,toiletpaper,toiletpapier,2.0,05.03.2020
05.10.2020,11,nl,toiletpaper,toiletpapier,4.0,05.10.2020
17.05.2020,6,nl,toiletpaper,toiletpapier,2.0,17.05.2020
24.05.2020,12,nl,toiletpaper,toiletpapier,7.0,24.05.2020
31.05.2020,8,nl,toiletpaper,toiletpapier,2.0,31.05.2020
06.07.2020,10,nl,toiletpaper,toiletpapier,6.0,06.07.2020
14.06.2020,8,nl,toiletpaper,toiletpapier,0.0,14.06.2020
21.06.2020,7,nl,toiletpaper,toiletpapier,0.0,21.06.2020
28.06.2020,6,nl,toiletpaper,toiletpapier,1.0,28.06.2020
07.05.2020,6,nl,toiletpaper,toiletpapier,-3.0,07.05.2020
07.12.2020,8,nl,toiletpaper,toiletpapier,4.0,07.12.2020
19.07.2020,7,nl,toiletpaper,toiletpapier,2.0,19.07.2020
26.07.2020,5,nl,toiletpaper,toiletpapier,-2.0,26.07.2020
08.02.2020,12,nl,toiletpaper,toiletpapier,1.0,08.02.2020
08.09.2020,8,nl,toiletpaper,toiletpapier,-1.0,08.09.2020
16.08.2020,10,nl,toiletpaper,toiletpapier,7.0,16.08.2020
23.08.2020,8,nl,toiletpaper,toiletpapier,2.0,23.08.2020
30.08.2020,8,nl,toiletpaper,toiletpapier,0.0,30.08.2020
09.06.2020,8,nl,toiletpaper,toiletpapier,2.0,09.06.2020
13.09.2020,8,nl,toiletpaper,toiletpapier,2.0,13.09.2020
20.09.2020,8,nl,toiletpaper,toiletpapier,3.0,20.09.2020
27.09.2020,7,nl,toiletpaper,toiletpapier,0.0,27.09.2020
10.04.2020,11,nl,toiletpaper,toiletpapier,3.0,10.04.2020
10.11.2020,12,nl,toiletpaper,toiletpapier,3.0,10.11.2020
18.10.2020,12,nl,toiletpaper,toiletpapier,4.0,18.10.2020
25.10.2020,5,nl,toiletpaper,toiletpapier,-3.0,25.10.2020
11.01.2020,9,nl,toiletpaper,toiletpapier,4.0,11.01.2020
11.03.2019,5,uk,toiletpaper,toiletpaper,0.0,11.03.2019
11.10.2019,4,uk,toiletpaper,toiletpaper,-1.0,11.10.2019
17.11.2019,5,uk,toiletpaper,toiletpaper,-1.0,17.11.2019
24.11.2019,6,uk,toiletpaper,toiletpaper,0.0,24.11.2019
12.01.2019,6,uk,toiletpaper,toiletpaper,0.0,12.01.2019
12.08.2019,5,uk,toiletpaper,toiletpaper,0.0,12.08.2019
15.12.2019,6,uk,toiletpaper,toiletpaper,1.0,15.12.2019
22.12.2019,5,uk,toiletpaper,toiletpaper,1.0,22.12.2019
29.12.2019,5,uk,toiletpaper,toiletpaper,0.0,29.12.2019
01.05.2020,6,uk,toiletpaper,toiletpaper,2.0,01.05.2020
01.12.2020,6,uk,toiletpaper,toiletpaper,1.0,01.12.2020
19.01.2020,6,uk,toiletpaper,toiletpaper,0.0,19.01.2020
26.01.2020,6,uk,toiletpaper,toiletpaper,1.0,26.01.2020
02.02.2020,5,uk,toiletpaper,toiletpaper,1.0,02.02.2020
02.09.2020,5,uk,toiletpaper,toiletpaper,-2.0,02.09.2020
16.02.2020,5,uk,toiletpaper,toiletpaper,-18.0,16.02.2020
23.02.2020,5,uk,toiletpaper,toiletpaper,0.0,23.02.2020
03.01.2020,31,uk,toiletpaper,toiletpaper,26.0,03.01.2020
03.08.2020,90,uk,toiletpaper,toiletpaper,86.0,03.08.2020
15.03.2020,100,uk,toiletpaper,toiletpaper,95.0,15.03.2020
22.03.2020,40,uk,toiletpaper,toiletpaper,36.0,22.03.2020
29.03.2020,17,uk,toiletpaper,toiletpaper,12.0,29.03.2020
04.05.2020,10,uk,toiletpaper,toiletpaper,6.0,04.05.2020
04.12.2020,10,uk,toiletpaper,toiletpaper,5.0,04.12.2020
19.04.2020,9,uk,toiletpaper,toiletpaper,5.0,19.04.2020
26.04.2020,8,uk,toiletpaper,toiletpaper,4.0,26.04.2020
05.03.2020,9,uk,toiletpaper,toiletpaper,4.0,05.03.2020
05.10.2020,9,uk,toiletpaper,toiletpaper,5.0,05.10.2020
17.05.2020,8,uk,toiletpaper,toiletpaper,3.0,17.05.2020
24.05.2020,7,uk,toiletpaper,toiletpaper,3.0,24.05.2020
31.05.2020,7,uk,toiletpaper,toiletpaper,3.0,31.05.2020
06.07.2020,6,uk,toiletpaper,toiletpaper,0.0,06.07.2020
14.06.2020,6,uk,toiletpaper,toiletpaper,1.0,14.06.2020
21.06.2020,6,uk,toiletpaper,toiletpaper,1.0,21.06.2020
28.06.2020,6,uk,toiletpaper,toiletpaper,1.0,28.06.2020
07.05.2020,5,uk,toiletpaper,toiletpaper,0.0,07.05.2020
07.12.2020,5,uk,toiletpaper,toiletpaper,0.0,07.12.2020
19.07.2020,5,uk,toiletpaper,toiletpaper,1.0,19.07.2020
26.07.2020,6,uk,toiletpaper,toiletpaper,2.0,26.07.2020
08.02.2020,4,uk,toiletpaper,toiletpaper,-1.0,08.02.2020
08.09.2020,4,uk,toiletpaper,toiletpaper,-1.0,08.09.2020
16.08.2020,6,uk,toiletpaper,toiletpaper,1.0,16.08.2020
23.08.2020,6,uk,toiletpaper,toiletpaper,1.0,23.08.2020
30.08.2020,6,uk,toiletpaper,toiletpaper,1.0,30.08.2020
09.06.2020,5,uk,toiletpaper,toiletpaper,1.0,09.06.2020
13.09.2020,6,uk,toiletpaper,toiletpaper,1.0,13.09.2020
20.09.2020,9,uk,toiletpaper,toiletpaper,5.0,20.09.2020
27.09.2020,9,uk,toiletpaper,toiletpaper,4.0,27.09.2020
10.04.2020,7,uk,toiletpaper,toiletpaper,1.0,10.04.2020
10.11.2020,6,uk,toiletpaper,toiletpaper,-1.0,10.11.2020
18.10.2020,7,uk,toiletpaper,toiletpaper,2.0,18.10.2020
25.10.2020,9,uk,toiletpaper,toiletpaper,3.0,25.10.2020
11.01.2020,7,uk,toiletpaper,toiletpaper,2.0,11.01.2020
