date,score,country,term,translated_term,score_difference,date_str,orig_score_diff,display_term,renamed_term,iso_num,iso_alpha,score_diff_positive
2020-01-26,9,ger,facemask,maske,4,2020-01-26,4,face mask,face mask,276.0,DEU,positive
2020-02-02,7,ger,facemask,maske,2,2020-02-02,2,face mask,face mask,276.0,DEU,positive
2020-02-09,6,ger,facemask,maske,1,2020-02-09,1,face mask,face mask,276.0,DEU,positive
2020-02-16,7,ger,facemask,maske,1,2020-02-16,1,face mask,face mask,276.0,DEU,positive
2020-02-23,23,ger,facemask,maske,17,2020-02-23,17,face mask,face mask,276.0,DEU,positive
2020-03-01,10,ger,facemask,maske,5,2020-03-01,5,face mask,face mask,276.0,DEU,positive
2020-03-08,11,ger,facemask,maske,6,2020-03-08,6,face mask,face mask,276.0,DEU,positive
2020-03-15,20,ger,facemask,maske,15,2020-03-15,15,face mask,face mask,276.0,DEU,positive
2020-03-22,25,ger,facemask,maske,21,2020-03-22,21,face mask,face mask,276.0,DEU,positive
2020-03-29,36,ger,facemask,maske,32,2020-03-29,32,face mask,face mask,276.0,DEU,positive
2020-04-05,30,ger,facemask,maske,26,2020-04-05,26,face mask,face mask,276.0,DEU,positive
2020-04-12,41,ger,facemask,maske,37,2020-04-12,37,face mask,face mask,276.0,DEU,positive
2020-04-19,100,ger,facemask,maske,96,2020-04-19,96,face mask,face mask,276.0,DEU,positive
2020-04-26,78,ger,facemask,maske,74,2020-04-26,74,face mask,face mask,276.0,DEU,positive
2020-05-03,36,ger,facemask,maske,32,2020-05-03,32,face mask,face mask,276.0,DEU,positive
2020-05-10,32,ger,facemask,maske,28,2020-05-10,28,face mask,face mask,276.0,DEU,positive
2020-05-17,24,ger,facemask,maske,20,2020-05-17,20,face mask,face mask,276.0,DEU,positive
2020-05-24,20,ger,facemask,maske,16,2020-05-24,16,face mask,face mask,276.0,DEU,positive
2020-05-31,17,ger,facemask,maske,13,2020-05-31,13,face mask,face mask,276.0,DEU,positive
2020-06-07,16,ger,facemask,maske,12,2020-06-07,12,face mask,face mask,276.0,DEU,positive
2020-06-14,16,ger,facemask,maske,12,2020-06-14,12,face mask,face mask,276.0,DEU,positive
2020-06-21,14,ger,facemask,maske,10,2020-06-21,10,face mask,face mask,276.0,DEU,positive
2020-06-28,15,ger,facemask,maske,11,2020-06-28,11,face mask,face mask,276.0,DEU,positive
2020-07-05,16,ger,facemask,maske,12,2020-07-05,12,face mask,face mask,276.0,DEU,positive
2020-07-12,18,ger,facemask,maske,14,2020-07-12,14,face mask,face mask,276.0,DEU,positive
2020-07-19,16,ger,facemask,maske,12,2020-07-19,12,face mask,face mask,276.0,DEU,positive
2020-07-26,17,ger,facemask,maske,13,2020-07-26,13,face mask,face mask,276.0,DEU,positive
2020-08-02,21,ger,facemask,maske,17,2020-08-02,17,face mask,face mask,276.0,DEU,positive
2020-08-09,22,ger,facemask,maske,18,2020-08-09,18,face mask,face mask,276.0,DEU,positive
2020-08-16,24,ger,facemask,maske,20,2020-08-16,20,face mask,face mask,276.0,DEU,positive
2020-08-23,24,ger,facemask,maske,20,2020-08-23,20,face mask,face mask,276.0,DEU,positive
2020-08-30,21,ger,facemask,maske,17,2020-08-30,17,face mask,face mask,276.0,DEU,positive
2020-09-06,19,ger,facemask,maske,15,2020-09-06,15,face mask,face mask,276.0,DEU,positive
2020-09-13,18,ger,facemask,maske,14,2020-09-13,14,face mask,face mask,276.0,DEU,positive
2020-09-20,19,ger,facemask,maske,14,2020-09-20,14,face mask,face mask,276.0,DEU,positive
2020-09-27,22,ger,facemask,maske,17,2020-09-27,17,face mask,face mask,276.0,DEU,positive
2020-10-04,25,ger,facemask,maske,20,2020-10-04,20,face mask,face mask,276.0,DEU,positive
2020-10-11,31,ger,facemask,maske,26,2020-10-11,26,face mask,face mask,276.0,DEU,positive
2020-10-18,40,ger,facemask,maske,34,2020-10-18,34,face mask,face mask,276.0,DEU,positive
2020-10-25,51,ger,facemask,maske,44,2020-10-25,44,face mask,face mask,276.0,DEU,positive
2020-11-01,35,ger,facemask,maske,31,2020-11-01,31,face mask,face mask,276.0,DEU,positive
2019-11-03,1,nl,facemask,mondkapje,0,2019-11-03,0,face mask,face mask,533.0,NLD,positive
2019-11-10,1,nl,facemask,mondkapje,0,2019-11-10,0,face mask,face mask,533.0,NLD,positive
2019-11-17,1,nl,facemask,mondkapje,0,2019-11-17,0,face mask,face mask,533.0,NLD,positive
2019-11-24,1,nl,facemask,mondkapje,0,2019-11-24,0,face mask,face mask,533.0,NLD,positive
2019-12-01,1,nl,facemask,mondkapje,0,2019-12-01,0,face mask,face mask,533.0,NLD,positive
2019-12-08,1,nl,facemask,mondkapje,0,2019-12-08,0,face mask,face mask,533.0,NLD,positive
2019-12-15,1,nl,facemask,mondkapje,0,2019-12-15,0,face mask,face mask,533.0,NLD,positive
2019-12-22,1,nl,facemask,mondkapje,0,2019-12-22,0,face mask,face mask,533.0,NLD,positive
2019-12-29,1,nl,facemask,mondkapje,0,2019-12-29,0,face mask,face mask,533.0,NLD,positive
2020-01-05,1,nl,facemask,mondkapje,0,2020-01-05,0,face mask,face mask,533.0,NLD,positive
2020-01-12,1,nl,facemask,mondkapje,0,2020-01-12,0,face mask,face mask,533.0,NLD,positive
2020-01-19,2,nl,facemask,mondkapje,1,2020-01-19,1,face mask,face mask,533.0,NLD,positive
2020-01-26,6,nl,facemask,mondkapje,5,2020-01-26,5,face mask,face mask,533.0,NLD,positive
2020-02-02,2,nl,facemask,mondkapje,1,2020-02-02,1,face mask,face mask,533.0,NLD,positive
2020-02-09,1,nl,facemask,mondkapje,0,2020-02-09,0,face mask,face mask,533.0,NLD,positive
2020-02-16,1,nl,facemask,mondkapje,0,2020-02-16,0,face mask,face mask,533.0,NLD,positive
2020-02-23,26,nl,facemask,mondkapje,25,2020-02-23,25,face mask,face mask,533.0,NLD,positive
2020-03-01,7,nl,facemask,mondkapje,7,2020-03-01,7,face mask,face mask,533.0,NLD,positive
2020-03-08,5,nl,facemask,mondkapje,4,2020-03-08,4,face mask,face mask,533.0,NLD,positive
2020-03-15,16,nl,facemask,mondkapje,15,2020-03-15,15,face mask,face mask,533.0,NLD,positive
2020-03-22,11,nl,facemask,mondkapje,10,2020-03-22,10,face mask,face mask,533.0,NLD,positive
2020-03-29,7,nl,facemask,mondkapje,6,2020-03-29,6,face mask,face mask,533.0,NLD,positive
2020-04-05,5,nl,facemask,mondkapje,4,2020-04-05,4,face mask,face mask,533.0,NLD,positive
2020-04-12,8,nl,facemask,mondkapje,7,2020-04-12,7,face mask,face mask,533.0,NLD,positive
2020-04-19,7,nl,facemask,mondkapje,6,2020-04-19,6,face mask,face mask,533.0,NLD,positive
2020-04-26,13,nl,facemask,mondkapje,12,2020-04-26,12,face mask,face mask,533.0,NLD,positive
2020-05-03,65,nl,facemask,mondkapje,64,2020-05-03,64,face mask,face mask,533.0,NLD,positive
2020-05-10,37,nl,facemask,mondkapje,36,2020-05-10,36,face mask,face mask,533.0,NLD,positive
2020-05-17,27,nl,facemask,mondkapje,26,2020-05-17,26,face mask,face mask,533.0,NLD,positive
2020-05-24,20,nl,facemask,mondkapje,19,2020-05-24,19,face mask,face mask,533.0,NLD,positive
2020-05-31,26,nl,facemask,mondkapje,25,2020-05-31,25,face mask,face mask,533.0,NLD,positive
2020-06-07,16,nl,facemask,mondkapje,15,2020-06-07,15,face mask,face mask,533.0,NLD,positive
2020-06-14,15,nl,facemask,mondkapje,14,2020-06-14,14,face mask,face mask,533.0,NLD,positive
2020-06-21,12,nl,facemask,mondkapje,11,2020-06-21,11,face mask,face mask,533.0,NLD,positive
2020-06-28,15,nl,facemask,mondkapje,14,2020-06-28,14,face mask,face mask,533.0,NLD,positive
2020-07-05,19,nl,facemask,mondkapje,18,2020-07-05,18,face mask,face mask,533.0,NLD,positive
2020-07-12,25,nl,facemask,mondkapje,24,2020-07-12,24,face mask,face mask,533.0,NLD,positive
2020-07-19,36,nl,facemask,mondkapje,35,2020-07-19,35,face mask,face mask,533.0,NLD,positive
2020-07-26,32,nl,facemask,mondkapje,31,2020-07-26,31,face mask,face mask,533.0,NLD,positive
2020-08-02,26,nl,facemask,mondkapje,25,2020-08-02,25,face mask,face mask,533.0,NLD,positive
2020-08-09,16,nl,facemask,mondkapje,15,2020-08-09,15,face mask,face mask,533.0,NLD,positive
2020-08-16,17,nl,facemask,mondkapje,17,2020-08-16,17,face mask,face mask,533.0,NLD,positive
2020-08-23,16,nl,facemask,mondkapje,15,2020-08-23,15,face mask,face mask,533.0,NLD,positive
2020-08-30,12,nl,facemask,mondkapje,11,2020-08-30,11,face mask,face mask,533.0,NLD,positive
2020-09-06,8,nl,facemask,mondkapje,7,2020-09-06,7,face mask,face mask,533.0,NLD,positive
2020-09-13,9,nl,facemask,mondkapje,8,2020-09-13,8,face mask,face mask,533.0,NLD,positive
2020-09-20,10,nl,facemask,mondkapje,9,2020-09-20,9,face mask,face mask,533.0,NLD,positive
2020-09-27,100,nl,facemask,mondkapje,99,2020-09-27,99,face mask,face mask,533.0,NLD,positive
2020-10-04,70,nl,facemask,mondkapje,69,2020-10-04,69,face mask,face mask,533.0,NLD,positive
2020-10-11,85,nl,facemask,mondkapje,84,2020-10-11,84,face mask,face mask,533.0,NLD,positive
2020-10-18,42,nl,facemask,mondkapje,41,2020-10-18,41,face mask,face mask,533.0,NLD,positive
2020-10-25,28,nl,facemask,mondkapje,27,2020-10-25,27,face mask,face mask,533.0,NLD,positive
2020-11-01,19,nl,facemask,mondkapje,18,2020-11-01,18,face mask,face mask,533.0,NLD,positive
2019-11-03,18,ger,grocerydelivery,lieferdienst,3,2019-11-03,3,grocery delivery,grocery delivery,276.0,DEU,positive
2019-11-10,18,ger,grocerydelivery,lieferdienst,2,2019-11-10,2,grocery delivery,grocery delivery,276.0,DEU,positive
2019-11-17,17,ger,grocerydelivery,lieferdienst,3,2019-11-17,3,grocery delivery,grocery delivery,276.0,DEU,positive
2019-11-24,20,ger,grocerydelivery,lieferdienst,0,2019-11-24,0,grocery delivery,grocery delivery,276.0,DEU,positive
2019-12-01,21,ger,grocerydelivery,lieferdienst,1,2019-12-01,1,grocery delivery,grocery delivery,276.0,DEU,positive
2019-12-08,19,ger,grocerydelivery,lieferdienst,1,2019-12-08,-1,grocery delivery,grocery delivery,276.0,DEU,negative
2019-12-15,20,ger,grocerydelivery,lieferdienst,2,2019-12-15,2,grocery delivery,grocery delivery,276.0,DEU,positive
2019-12-22,25,ger,grocerydelivery,lieferdienst,4,2019-12-22,4,grocery delivery,grocery delivery,276.0,DEU,positive
2019-12-29,26,ger,grocerydelivery,lieferdienst,2,2019-12-29,-2,grocery delivery,grocery delivery,276.0,DEU,negative
2020-01-05,18,ger,grocerydelivery,lieferdienst,0,2020-01-05,0,grocery delivery,grocery delivery,276.0,DEU,positive
2020-01-12,23,ger,grocerydelivery,lieferdienst,3,2020-01-12,3,grocery delivery,grocery delivery,276.0,DEU,positive
2020-01-19,18,ger,grocerydelivery,lieferdienst,2,2020-01-19,-2,grocery delivery,grocery delivery,276.0,DEU,negative
2020-01-26,21,ger,grocerydelivery,lieferdienst,4,2020-01-26,4,grocery delivery,grocery delivery,276.0,DEU,positive
2020-02-02,20,ger,grocerydelivery,lieferdienst,0,2020-02-02,0,grocery delivery,grocery delivery,276.0,DEU,positive
2020-02-09,21,ger,grocerydelivery,lieferdienst,2,2020-02-09,2,grocery delivery,grocery delivery,276.0,DEU,positive
2020-02-16,18,ger,grocerydelivery,lieferdienst,1,2020-02-16,1,grocery delivery,grocery delivery,276.0,DEU,positive
2020-02-23,19,ger,grocerydelivery,lieferdienst,0,2020-02-23,0,grocery delivery,grocery delivery,276.0,DEU,positive
2020-03-01,17,ger,grocerydelivery,lieferdienst,5,2020-03-01,-5,grocery delivery,grocery delivery,276.0,DEU,negative
2020-03-08,26,ger,grocerydelivery,lieferdienst,11,2020-03-08,11,grocery delivery,grocery delivery,276.0,DEU,positive
2020-03-15,82,ger,grocerydelivery,lieferdienst,63,2020-03-15,63,grocery delivery,grocery delivery,276.0,DEU,positive
2020-03-22,89,ger,grocerydelivery,lieferdienst,67,2020-03-22,67,grocery delivery,grocery delivery,276.0,DEU,positive
2020-03-29,100,ger,grocerydelivery,lieferdienst,84,2020-03-29,84,grocery delivery,grocery delivery,276.0,DEU,positive
2020-04-05,79,ger,grocerydelivery,lieferdienst,60,2020-04-05,60,grocery delivery,grocery delivery,276.0,DEU,positive
2020-04-12,45,ger,grocerydelivery,lieferdienst,27,2020-04-12,27,grocery delivery,grocery delivery,276.0,DEU,positive
2020-04-19,46,ger,grocerydelivery,lieferdienst,28,2020-04-19,28,grocery delivery,grocery delivery,276.0,DEU,positive
2020-04-26,56,ger,grocerydelivery,lieferdienst,35,2020-04-26,35,grocery delivery,grocery delivery,276.0,DEU,positive
2020-05-03,35,ger,grocerydelivery,lieferdienst,17,2020-05-03,17,grocery delivery,grocery delivery,276.0,DEU,positive
2020-05-10,35,ger,grocerydelivery,lieferdienst,18,2020-05-10,18,grocery delivery,grocery delivery,276.0,DEU,positive
2020-05-17,42,ger,grocerydelivery,lieferdienst,27,2020-05-17,27,grocery delivery,grocery delivery,276.0,DEU,positive
2020-05-24,33,ger,grocerydelivery,lieferdienst,15,2020-05-24,15,grocery delivery,grocery delivery,276.0,DEU,positive
2020-05-31,31,ger,grocerydelivery,lieferdienst,16,2020-05-31,16,grocery delivery,grocery delivery,276.0,DEU,positive
2020-06-07,28,ger,grocerydelivery,lieferdienst,9,2020-06-07,9,grocery delivery,grocery delivery,276.0,DEU,positive
2020-06-14,32,ger,grocerydelivery,lieferdienst,17,2020-06-14,17,grocery delivery,grocery delivery,276.0,DEU,positive
2020-06-21,25,ger,grocerydelivery,lieferdienst,8,2020-06-21,8,grocery delivery,grocery delivery,276.0,DEU,positive
2020-06-28,26,ger,grocerydelivery,lieferdienst,9,2020-06-28,9,grocery delivery,grocery delivery,276.0,DEU,positive
2020-07-05,25,ger,grocerydelivery,lieferdienst,8,2020-07-05,8,grocery delivery,grocery delivery,276.0,DEU,positive
2020-07-12,28,ger,grocerydelivery,lieferdienst,9,2020-07-12,9,grocery delivery,grocery delivery,276.0,DEU,positive
2020-07-19,26,ger,grocerydelivery,lieferdienst,11,2020-07-19,11,grocery delivery,grocery delivery,276.0,DEU,positive
2020-07-26,28,ger,grocerydelivery,lieferdienst,7,2020-07-26,7,grocery delivery,grocery delivery,276.0,DEU,positive
2020-08-02,34,ger,grocerydelivery,lieferdienst,12,2020-08-02,12,grocery delivery,grocery delivery,276.0,DEU,positive
2020-08-09,34,ger,grocerydelivery,lieferdienst,10,2020-08-09,10,grocery delivery,grocery delivery,276.0,DEU,positive
2020-08-16,29,ger,grocerydelivery,lieferdienst,10,2020-08-16,10,grocery delivery,grocery delivery,276.0,DEU,positive
2020-08-23,33,ger,grocerydelivery,lieferdienst,16,2020-08-23,16,grocery delivery,grocery delivery,276.0,DEU,positive
2020-08-30,25,ger,grocerydelivery,lieferdienst,9,2020-08-30,9,grocery delivery,grocery delivery,276.0,DEU,positive
2020-09-06,26,ger,grocerydelivery,lieferdienst,7,2020-09-06,7,grocery delivery,grocery delivery,276.0,DEU,positive
2020-09-13,26,ger,grocerydelivery,lieferdienst,5,2020-09-13,5,grocery delivery,grocery delivery,276.0,DEU,positive
2020-09-20,28,ger,grocerydelivery,lieferdienst,10,2020-09-20,10,grocery delivery,grocery delivery,276.0,DEU,positive
2020-09-27,31,ger,grocerydelivery,lieferdienst,7,2020-09-27,7,grocery delivery,grocery delivery,276.0,DEU,positive
2020-10-04,24,ger,grocerydelivery,lieferdienst,2,2020-10-04,2,grocery delivery,grocery delivery,276.0,DEU,positive
2020-10-11,31,ger,grocerydelivery,lieferdienst,15,2020-10-11,15,grocery delivery,grocery delivery,276.0,DEU,positive
2020-10-18,33,ger,grocerydelivery,lieferdienst,16,2020-10-18,16,grocery delivery,grocery delivery,276.0,DEU,positive
2020-10-25,35,ger,grocerydelivery,lieferdienst,9,2020-10-25,9,grocery delivery,grocery delivery,276.0,DEU,positive
2020-11-01,41,ger,grocerydelivery,lieferdienst,23,2020-11-01,23,grocery delivery,grocery delivery,276.0,DEU,positive
2019-11-03,9,nl,grocerydelivery,boodschappenbezorgen,2,2019-11-03,-2,grocery delivery,grocery delivery,533.0,NLD,negative
2019-11-10,3,nl,grocerydelivery,boodschappenbezorgen,12,2019-11-10,-12,grocery delivery,grocery delivery,533.0,NLD,negative
2019-11-17,5,nl,grocerydelivery,boodschappenbezorgen,0,2019-11-17,0,grocery delivery,grocery delivery,533.0,NLD,positive
2019-11-24,8,nl,grocerydelivery,boodschappenbezorgen,0,2019-11-24,0,grocery delivery,grocery delivery,533.0,NLD,positive
2019-12-01,7,nl,grocerydelivery,boodschappenbezorgen,2,2019-12-01,-2,grocery delivery,grocery delivery,533.0,NLD,negative
2019-12-08,5,nl,grocerydelivery,boodschappenbezorgen,6,2019-12-08,-6,grocery delivery,grocery delivery,533.0,NLD,negative
2019-12-15,9,nl,grocerydelivery,boodschappenbezorgen,1,2019-12-15,1,grocery delivery,grocery delivery,533.0,NLD,positive
2019-12-22,3,nl,grocerydelivery,boodschappenbezorgen,5,2019-12-22,-5,grocery delivery,grocery delivery,533.0,NLD,negative
2019-12-29,5,nl,grocerydelivery,boodschappenbezorgen,8,2019-12-29,-8,grocery delivery,grocery delivery,533.0,NLD,negative
2020-01-05,8,nl,grocerydelivery,boodschappenbezorgen,0,2020-01-05,0,grocery delivery,grocery delivery,533.0,NLD,positive
2020-01-12,6,nl,grocerydelivery,boodschappenbezorgen,2,2020-01-12,-2,grocery delivery,grocery delivery,533.0,NLD,negative
2020-01-19,4,nl,grocerydelivery,boodschappenbezorgen,6,2020-01-19,-6,grocery delivery,grocery delivery,533.0,NLD,negative
2020-01-26,6,nl,grocerydelivery,boodschappenbezorgen,5,2020-01-26,-5,grocery delivery,grocery delivery,533.0,NLD,negative
2020-02-02,13,nl,grocerydelivery,boodschappenbezorgen,3,2020-02-02,3,grocery delivery,grocery delivery,533.0,NLD,positive
2020-02-09,8,nl,grocerydelivery,boodschappenbezorgen,3,2020-02-09,-3,grocery delivery,grocery delivery,533.0,NLD,negative
2020-02-16,10,nl,grocerydelivery,boodschappenbezorgen,4,2020-02-16,-4,grocery delivery,grocery delivery,533.0,NLD,negative
2020-02-23,16,nl,grocerydelivery,boodschappenbezorgen,8,2020-02-23,8,grocery delivery,grocery delivery,533.0,NLD,positive
2020-03-01,7,nl,grocerydelivery,boodschappenbezorgen,0,2020-03-01,0,grocery delivery,grocery delivery,533.0,NLD,positive
2020-03-08,29,nl,grocerydelivery,boodschappenbezorgen,22,2020-03-08,22,grocery delivery,grocery delivery,533.0,NLD,positive
2020-03-15,93,nl,grocerydelivery,boodschappenbezorgen,87,2020-03-15,87,grocery delivery,grocery delivery,533.0,NLD,positive
2020-03-22,100,nl,grocerydelivery,boodschappenbezorgen,95,2020-03-22,95,grocery delivery,grocery delivery,533.0,NLD,positive
2020-03-29,45,nl,grocerydelivery,boodschappenbezorgen,36,2020-03-29,36,grocery delivery,grocery delivery,533.0,NLD,positive
2020-04-05,18,nl,grocerydelivery,boodschappenbezorgen,10,2020-04-05,10,grocery delivery,grocery delivery,533.0,NLD,positive
2020-04-12,16,nl,grocerydelivery,boodschappenbezorgen,10,2020-04-12,10,grocery delivery,grocery delivery,533.0,NLD,positive
2020-04-19,17,nl,grocerydelivery,boodschappenbezorgen,14,2020-04-19,14,grocery delivery,grocery delivery,533.0,NLD,positive
2020-04-26,8,nl,grocerydelivery,boodschappenbezorgen,3,2020-04-26,3,grocery delivery,grocery delivery,533.0,NLD,positive
2020-05-03,8,nl,grocerydelivery,boodschappenbezorgen,0,2020-05-03,0,grocery delivery,grocery delivery,533.0,NLD,positive
2020-05-10,11,nl,grocerydelivery,boodschappenbezorgen,4,2020-05-10,4,grocery delivery,grocery delivery,533.0,NLD,positive
2020-05-17,8,nl,grocerydelivery,boodschappenbezorgen,2,2020-05-17,2,grocery delivery,grocery delivery,533.0,NLD,positive
2020-05-24,9,nl,grocerydelivery,boodschappenbezorgen,2,2020-05-24,2,grocery delivery,grocery delivery,533.0,NLD,positive
2020-05-31,8,nl,grocerydelivery,boodschappenbezorgen,2,2020-05-31,2,grocery delivery,grocery delivery,533.0,NLD,positive
2020-06-07,7,nl,grocerydelivery,boodschappenbezorgen,2,2020-06-07,2,grocery delivery,grocery delivery,533.0,NLD,positive
2020-06-14,12,nl,grocerydelivery,boodschappenbezorgen,5,2020-06-14,5,grocery delivery,grocery delivery,533.0,NLD,positive
2020-06-21,4,nl,grocerydelivery,boodschappenbezorgen,8,2020-06-21,-8,grocery delivery,grocery delivery,533.0,NLD,negative
2020-06-28,6,nl,grocerydelivery,boodschappenbezorgen,5,2020-06-28,-5,grocery delivery,grocery delivery,533.0,NLD,negative
2020-07-05,8,nl,grocerydelivery,boodschappenbezorgen,4,2020-07-05,4,grocery delivery,grocery delivery,533.0,NLD,positive
2020-07-12,7,nl,grocerydelivery,boodschappenbezorgen,1,2020-07-12,1,grocery delivery,grocery delivery,533.0,NLD,positive
2020-07-19,10,nl,grocerydelivery,boodschappenbezorgen,1,2020-07-19,1,grocery delivery,grocery delivery,533.0,NLD,positive
2020-07-26,10,nl,grocerydelivery,boodschappenbezorgen,1,2020-07-26,1,grocery delivery,grocery delivery,533.0,NLD,positive
2020-08-02,8,nl,grocerydelivery,boodschappenbezorgen,5,2020-08-02,-5,grocery delivery,grocery delivery,533.0,NLD,negative
2020-08-09,8,nl,grocerydelivery,boodschappenbezorgen,4,2020-08-09,4,grocery delivery,grocery delivery,533.0,NLD,positive
2020-08-16,9,nl,grocerydelivery,boodschappenbezorgen,3,2020-08-16,3,grocery delivery,grocery delivery,533.0,NLD,positive
2020-08-23,12,nl,grocerydelivery,boodschappenbezorgen,4,2020-08-23,4,grocery delivery,grocery delivery,533.0,NLD,positive
2020-08-30,12,nl,grocerydelivery,boodschappenbezorgen,5,2020-08-30,5,grocery delivery,grocery delivery,533.0,NLD,positive
2020-09-06,10,nl,grocerydelivery,boodschappenbezorgen,2,2020-09-06,2,grocery delivery,grocery delivery,533.0,NLD,positive
2020-09-13,16,nl,grocerydelivery,boodschappenbezorgen,3,2020-09-13,3,grocery delivery,grocery delivery,533.0,NLD,positive
2020-09-20,15,nl,grocerydelivery,boodschappenbezorgen,5,2020-09-20,5,grocery delivery,grocery delivery,533.0,NLD,positive
2020-09-27,20,nl,grocerydelivery,boodschappenbezorgen,13,2020-09-27,13,grocery delivery,grocery delivery,533.0,NLD,positive
2020-10-04,29,nl,grocerydelivery,boodschappenbezorgen,20,2020-10-04,20,grocery delivery,grocery delivery,533.0,NLD,positive
2020-10-11,36,nl,grocerydelivery,boodschappenbezorgen,32,2020-10-11,32,grocery delivery,grocery delivery,533.0,NLD,positive
2020-10-18,23,nl,grocerydelivery,boodschappenbezorgen,18,2020-10-18,18,grocery delivery,grocery delivery,533.0,NLD,positive
2020-10-25,23,nl,grocerydelivery,boodschappenbezorgen,20,2020-10-25,20,grocery delivery,grocery delivery,533.0,NLD,positive
2020-11-01,12,nl,grocerydelivery,boodschappenbezorgen,3,2020-11-01,3,grocery delivery,grocery delivery,533.0,NLD,positive
2019-11-03,2,uk,grocerydelivery,grocerydelivery,0,2019-11-03,0,grocery delivery,grocery delivery,826.0,GBR,positive
2019-11-10,4,uk,grocerydelivery,grocerydelivery,2,2019-11-10,2,grocery delivery,grocery delivery,826.0,GBR,positive
2019-11-17,4,uk,grocerydelivery,grocerydelivery,2,2019-11-17,2,grocery delivery,grocery delivery,826.0,GBR,positive
2019-11-24,3,uk,grocerydelivery,grocerydelivery,0,2019-11-24,0,grocery delivery,grocery delivery,826.0,GBR,positive
2019-12-01,3,uk,grocerydelivery,grocerydelivery,0,2019-12-01,0,grocery delivery,grocery delivery,826.0,GBR,positive
